customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,streaming_tv,streaming_movies,tech_support,online_security,churn
CUST_001078,22,19.11,445.86,Month-to-Month,Electronic check,Fiber optic,1,1,0,0,1
CUST_001079,4,13.71,13.71,One year,Electronic check,No,0,0,0,0,0
CUST_001080,59,27.29,1521.63,Month-to-Month,Bank transfer,DSL,1,1,1,1,1
CUST_001081,30,29.94,894.98,Month-to-Month,Credit card,DSL,1,0,1,0,0
CUST_001082,1,13.3,13.3,Two year,Bank transfer,DSL,1,1,1,1,0
CUST_001083,10,20.72,239.63,Month-to-Month,Electronic check,DSL,0,1,0,1,1
CUST_001084,42,24.27,1021.45,Month-to-Month,Mailed check,DSL,1,1,0,0,0
CUST_001085,57,25.78,1477.73,Month-to-Month,Mailed check,No,0,0,0,0,1
CUST_001086,12,20.88,215.22,Month-to-Month,Credit card,Fiber optic,1,1,1,1,0
CUST_001087,19,23.76,538.51,One year,Credit card,DSL,1,1,0,0,0
CUST_001088,3,23.4,212.33,Month-to-Month,Bank transfer,Fiber optic,1,0,0,0,1
CUST_001089,72,17.86,1271.99,One year,Electronic check,Fiber optic,0,1,0,0,0
CUST_001090,5,24.7,141.15,Month-to-Month,Credit card,Fiber optic,1,1,1,0,1
CUST_001091,57,29.29,1674.4,Month-to-Month,Bank transfer,Fiber optic,0,0,0,0,0
CUST_001092,20,22.33,433.62,One year,Credit card,No,0,0,0,0,1
CUST_001093,18,15.6,239.2,Month-to-Month,Bank transfer,DSL,1,1,1,1,0
CUST_001094,14,16.32,174.23,One year,Credit card,DSL,1,1,1,1,0
CUST_001095,5,22.06,53.52,Month-to-Month,Credit card,DSL,0,0,1,0,0
CUST_001096,3,16.09,68.53,One year,Electronic check,Fiber optic,1,1,1,0,0
CUST_001097,4,25.5,76.02,Month-to-Month,Credit card,Fiber optic,1,1,1,0,1
CUST_001098,4,18.26,18.26,Two year,Electronic check,DSL,1,1,1,1,0
CUST_001099,30,25.97,801.34,Month-to-Month,Credit card,DSL,1,0,1,0,0
CUST_001100,8,19.89,157.21,Two year,Credit card,Fiber optic,1,0,1,0,0
CUST_001101,1,19.09,86.42,Month-to-Month,Electronic check,Fiber optic,1,1,1,0,1
CUST_001102,69,23.37,1631.19,One year,Bank transfer,Fiber optic,1,1,0,1,0
CUST_001103,43,26.5,1065.57,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001104,52,13.62,596.76,Two year,Credit card,No,0,0,0,0,0
CUST_001105,72,26.01,1836.75,Month-to-Month,Credit card,DSL,0,1,1,0,0
CUST_001106,3,16.56,18.42,Month-to-Month,Bank transfer,Fiber optic,0,1,0,0,1
CUST_001107,10,26.84,315.56,Month-to-Month,Credit card,DSL,1,1,1,1,1
CUST_001108,28,22.98,643.0,Month-to-Month,Electronic check,Fiber optic,0,1,1,0,0
CUST_001109,23,19.38,502.42,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,0
CUST_001110,3,16.56,16.56,Two year,Mailed check,DSL,1,1,1,1,0
CUST_001111,33,16.42,590.12,Two year,Bank transfer,Fiber optic,1,0,0,0,0
CUST_001112,5,18.14,126.75,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001113,5,10.3,10.3,Two year,Bank transfer,DSL,1,1,0,0,0
CUST_001114,15,21.5,388.63,Month-to-Month,Mailed check,DSL,1,1,1,0,0
CUST_001115,17,23.54,404.85,Month-to-Month,Credit card,DSL,0,0,0,1,0
CUST_001116,17,23.4,417.4,One year,Electronic check,Fiber optic,0,1,1,1,0
CUST_001117,1,24.07,24.07,One year,Bank transfer,Fiber optic,1,1,1,1,0
CUST_001118,41,15.29,690.65,Two year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_001119,6,26.31,98.57,Month-to-Month,Credit card,Fiber optic,1,1,1,1,0
CUST_001120,2,17.71,77.02,One year,Bank transfer,Fiber optic,1,1,0,1,1
CUST_001121,43,26.19,1167.2,Month-to-Month,Credit card,Fiber optic,0,0,1,0,1
CUST_001122,62,18.07,1071.63,Month-to-Month,Credit card,Fiber optic,0,0,0,1,0
CUST_001123,39,20.57,901.4,Month-to-Month,Bank transfer,Fiber optic,0,1,0,1,0
CUST_001124,33,16.34,550.8,Two year,Electronic check,No,0,0,0,0,0
CUST_001125,21,10.18,246.47,Two year,Credit card,DSL,0,0,0,0,0
CUST_001126,16,21.39,265.88,One year,Bank transfer,DSL,1,1,1,1,1
CUST_001127,1,27.53,133.42,Month-to-Month,Mailed check,DSL,1,0,1,0,1
CUST_001128,10,20.99,148.67,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001129,9,21.72,246.72,Month-to-Month,Credit card,Fiber optic,1,0,1,1,0
CUST_001130,6,27.77,116.88,Month-to-Month,Credit card,DSL,1,1,1,0,0
CUST_001131,25,26.63,634.8,Month-to-Month,Credit card,No,0,0,0,0,0
CUST_001132,13,15.75,244.19,One year,Electronic check,No,0,0,0,0,1
CUST_001133,1,19.86,71.24,Month-to-Month,Mailed check,No,0,0,0,0,1
CUST_001134,4,25.18,37.16,Month-to-Month,Electronic check,DSL,1,1,0,1,1
CUST_001135,22,23.45,570.42,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001136,1,17.43,69.68,Month-to-Month,Credit card,DSL,0,0,1,1,0
CUST_001137,38,19.65,699.8,Month-to-Month,Mailed check,DSL,1,1,0,0,0
CUST_001138,13,19.0,326.93,Two year,Bank transfer,Fiber optic,0,1,0,0,0
CUST_001139,13,20.95,199.51,One year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_001140,17,19.86,306.38,Two year,Credit card,DSL,1,1,1,0,0
CUST_001141,34,26.51,925.29,Month-to-Month,Electronic check,Fiber optic,0,1,0,1,1
CUST_001142,8,29.13,190.36,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001143,22,18.24,414.47,Month-to-Month,Mailed check,Fiber optic,1,1,0,1,1
CUST_001144,16,17.71,295.41,Two year,Mailed check,Fiber optic,0,0,0,0,0
CUST_001145,6,12.26,64.21,One year,Credit card,DSL,0,0,1,1,0
CUST_001146,42,25.06,1094.14,Month-to-Month,Credit card,No,0,0,0,0,0
CUST_001147,31,22.04,671.82,Month-to-Month,Mailed check,DSL,1,0,0,0,0
CUST_001148,21,20.2,435.78,Month-to-Month,Credit card,Fiber optic,0,0,1,1,0
CUST_001149,38,23.21,939.3,One year,Electronic check,DSL,0,1,1,0,0
CUST_001150,40,18.54,781.13,Two year,Credit card,No,0,0,0,0,0
CUST_001151,24,12.29,334.26,One year,Electronic check,DSL,0,1,1,0,0
CUST_001152,36,24.14,811.58,Month-to-Month,Credit card,Fiber optic,1,1,1,0,1
CUST_001153,23,20.52,498.2,Month-to-Month,Mailed check,Fiber optic,1,1,1,0,1
CUST_001154,22,21.23,423.14,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001155,19,27.48,458.05,Month-to-Month,Electronic check,DSL,0,0,0,0,1
CUST_001156,27,19.65,526.96,Month-to-Month,Mailed check,Fiber optic,1,0,1,1,1
CUST_001157,3,24.26,27.57,One year,Bank transfer,DSL,0,1,1,0,1
CUST_001158,42,14.34,641.81,One year,Electronic check,No,0,0,0,0,1
CUST_001159,41,24.94,1063.27,Month-to-Month,Bank transfer,Fiber optic,1,1,1,0,0
CUST_001160,1,16.72,16.72,Two year,Bank transfer,Fiber optic,1,1,1,1,0
CUST_001161,34,18.78,597.1,Month-to-Month,Bank transfer,Fiber optic,1,0,0,0,0
CUST_001162,2,19.87,19.87,Month-to-Month,Credit card,DSL,1,0,0,0,0
CUST_001163,8,27.52,197.03,Month-to-Month,Electronic check,DSL,1,1,1,1,1
CUST_001164,27,26.43,736.37,Month-to-Month,Bank transfer,Fiber optic,1,0,0,0,1
CUST_001165,3,19.94,47.71,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_001166,34,23.01,752.85,Month-to-Month,Bank transfer,Fiber optic,1,1,0,0,1
CUST_001167,35,15.93,622.56,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001168,14,12.09,54.02,Two year,Bank transfer,DSL,1,0,0,0,0
CUST_001169,1,22.29,84.13,Month-to-Month,Electronic check,No,0,0,0,0,0
CUST_001170,6,16.29,70.53,Month-to-Month,Bank transfer,Fiber optic,1,1,1,0,0
CUST_001171,19,27.65,521.44,Month-to-Month,Credit card,Fiber optic,0,1,1,1,0
CUST_001172,72,21.33,1509.39,One year,Electronic check,Fiber optic,1,0,1,1,0
CUST_001173,19,29.15,630.99,Month-to-Month,Credit card,Fiber optic,1,1,0,1,1
CUST_001174,6,16.93,40.03,Two year,Electronic check,Fiber optic,1,0,0,1,0
CUST_001175,20,29.11,582.79,Month-to-Month,Mailed check,Fiber optic,0,1,0,1,0
CUST_001176,15,23.32,376.17,Month-to-Month,Credit card,Fiber optic,0,0,1,1,0
CUST_001177,30,19.8,513.45,One year,Credit card,DSL,0,0,1,1,0
CUST_001178,2,29.65,29.65,Month-to-Month,Credit card,DSL,1,1,0,1,1
CUST_001179,28,24.63,682.23,Month-to-Month,Credit card,DSL,1,1,1,1,0
CUST_001180,15,15.46,187.57,Month-to-Month,Mailed check,Fiber optic,1,1,1,1,1
CUST_001181,65,21.41,1350.87,One year,Bank transfer,Fiber optic,1,1,0,0,0
CUST_001182,8,28.58,211.15,Month-to-Month,Mailed check,Fiber optic,1,1,0,0,1
CUST_001183,20,26.93,571.08,Month-to-Month,Mailed check,Fiber optic,0,0,0,1,1
CUST_001184,53,15.84,822.38,Two year,Mailed check,DSL,1,1,0,1,0
CUST_001185,2,25.07,104.06,Month-to-Month,Bank transfer,Fiber optic,1,0,0,1,0
CUST_001186,55,19.9,1044.61,Two year,Bank transfer,DSL,1,1,0,1,0
CUST_001187,23,13.18,240.54,One year,Credit card,Fiber optic,0,1,1,0,0
CUST_001188,1,25.01,121.33,Month-to-Month,Bank transfer,DSL,0,0,0,0,1
CUST_001189,7,19.25,101.85,Month-to-Month,Electronic check,Fiber optic,1,1,1,1,0
CUST_001190,24,24.6,524.85,Month-to-Month,Bank transfer,Fiber optic,1,1,0,1,0
CUST_001191,1,19.9,19.9,One year,Mailed check,Fiber optic,0,0,1,0,1
CUST_001192,17,13.99,291.59,One year,Mailed check,Fiber optic,1,1,0,1,0
CUST_001193,8,14.69,100.45,One year,Credit card,DSL,0,0,0,1,0
CUST_001194,19,16.22,295.49,Two year,Bank transfer,DSL,1,1,1,1,0
CUST_001195,1,13.67,13.67,One year,Credit card,Fiber optic,1,1,1,1,0
CUST_001196,41,18.98,828.83,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001197,72,27.53,1973.18,Month-to-Month,Bank transfer,Fiber optic,1,0,1,1,1
CUST_001198,69,13.27,1032.83,Two year,Credit card,DSL,1,1,1,0,0
CUST_001199,27,22.32,609.33,Month-to-Month,Electronic check,Fiber optic,0,1,0,0,0
CUST_001200,2,29.12,111.33,Month-to-Month,Electronic check,Fiber optic,1,0,0,1,1
CUST_001201,28,14.95,458.86,One year,Electronic check,Fiber optic,1,0,1,1,0
CUST_001202,1,20.84,20.84,Month-to-Month,Mailed check,No,0,0,0,0,0
CUST_001203,1,16.06,16.06,Two year,Electronic check,Fiber optic,0,0,0,1,0
CUST_001204,7,21.82,169.34,One year,Credit card,DSL,1,1,1,0,1
CUST_001205,13,28.52,396.26,Month-to-Month,Bank transfer,DSL,0,0,0,1,0
CUST_001206,29,19.15,526.72,Two year,Bank transfer,Fiber optic,1,0,0,0,0
CUST_001207,22,26.65,594.62,Month-to-Month,Electronic check,Fiber optic,1,1,1,0,1
CUST_001208,11,18.42,264.43,Month-to-Month,Electronic check,DSL,1,0,1,1,1
CUST_001209,6,15.37,195.72,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001210,72,20.76,1537.44,Month-to-Month,Bank transfer,DSL,1,1,1,0,1
CUST_001211,11,17.12,281.46,Month-to-Month,Mailed check,Fiber optic,0,1,0,0,1
CUST_001212,12,25.66,276.45,Month-to-Month,Bank transfer,DSL,1,1,1,0,0
CUST_001213,3,24.92,109.85,Month-to-Month,Bank transfer,No,0,0,0,0,0
CUST_001214,31,15.66,552.39,Month-to-Month,Credit card,Fiber optic,0,1,1,1,0
CUST_001215,23,22.88,481.42,One year,Electronic check,DSL,1,1,0,0,0
CUST_001216,4,12.49,25.68,Two year,Credit card,No,0,0,0,0,0
CUST_001217,1,21.48,108.38,Month-to-Month,Bank transfer,DSL,0,1,0,1,1
CUST_001218,22,25.02,501.69,Month-to-Month,Bank transfer,Fiber optic,1,0,1,1,1
CUST_001219,21,21.44,383.18,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001220,6,21.62,206.12,Month-to-Month,Mailed check,Fiber optic,1,1,0,0,1
CUST_001221,60,12.85,830.84,One year,Electronic check,No,0,0,0,0,1
CUST_001222,3,17.22,73.27,One year,Credit card,No,0,0,0,0,1
CUST_001223,11,26.47,288.88,Month-to-Month,Mailed check,No,0,0,0,0,0
CUST_001224,57,28.73,1615.68,Month-to-Month,Credit card,DSL,0,1,1,1,1
CUST_001225,10,21.2,226.1,Month-to-Month,Mailed check,DSL,0,1,1,1,1
CUST_001226,20,17.51,429.19,One year,Electronic check,Fiber optic,0,1,0,0,0
CUST_001227,10,25.54,267.33,Month-to-Month,Bank transfer,Fiber optic,0,0,1,0,0
CUST_001228,6,19.43,224.93,Two year,Electronic check,Fiber optic,1,0,0,0,0
CUST_001229,72,15.47,1068.94,One year,Credit card,DSL,0,0,1,1,0
CUST_001230,10,21.6,215.02,Month-to-Month,Credit card,No,0,0,0,0,0
CUST_001231,44,22.35,964.75,One year,Bank transfer,No,0,0,0,0,0
CUST_001232,5,16.1,26.24,Two year,Bank transfer,Fiber optic,0,0,0,1,0
CUST_001233,4,13.44,46.11,One year,Bank transfer,DSL,1,1,0,0,0
CUST_001234,1,24.42,45.29,Month-to-Month,Credit card,DSL,0,1,0,1,1
CUST_001235,21,17.8,400.01,Month-to-Month,Electronic check,DSL,1,1,0,1,0
CUST_001236,9,15.1,244.42,Two year,Credit card,Fiber optic,0,1,0,0,0
CUST_001237,39,18.88,759.54,One year,Bank transfer,No,0,0,0,0,0
CUST_001238,12,23.39,338.19,One year,Credit card,DSL,0,1,0,0,0
CUST_001239,68,14.62,997.46,Two year,Credit card,Fiber optic,0,0,1,0,0
CUST_001240,4,12.79,135.06,Two year,Credit card,Fiber optic,1,1,1,0,1
CUST_001241,40,12.31,612.32,Two year,Bank transfer,DSL,1,1,1,0,0
CUST_001242,29,28.11,841.74,Month-to-Month,Electronic check,Fiber optic,1,1,0,1,1
CUST_001243,29,17.57,459.9,Month-to-Month,Bank transfer,Fiber optic,1,0,0,0,0
CUST_001244,37,17.54,621.54,One year,Bank transfer,No,0,0,0,0,0
CUST_001245,28,14.43,418.14,One year,Credit card,Fiber optic,0,1,1,1,0
CUST_001246,19,22.05,441.77,One year,Electronic check,Fiber optic,1,0,0,1,0
CUST_001247,2,22.12,79.16,Month-to-Month,Bank transfer,DSL,1,1,1,0,1
CUST_001248,1,16.56,39.57,One year,Electronic check,DSL,1,1,0,0,1
CUST_001249,50,16.69,834.85,One year,Credit card,DSL,1,1,0,0,0
CUST_001250,19,27.78,496.01,Month-to-Month,Electronic check,Fiber optic,1,1,1,1,0
CUST_001251,31,23.31,742.67,Month-to-Month,Bank transfer,DSL,1,0,1,0,0
CUST_001252,13,25.77,427.76,Month-to-Month,Electronic check,DSL,0,1,0,1,0
CUST_001253,2,28.46,107.92,Month-to-Month,Mailed check,Fiber optic,0,1,0,0,0
CUST_001254,2,28.53,83.8,Month-to-Month,Credit card,Fiber optic,1,0,0,1,1
CUST_001255,23,19.93,509.87,Month-to-Month,Electronic check,DSL,1,0,0,0,1
CUST_001256,11,29.29,303.64,Month-to-Month,Electronic check,DSL,1,1,0,1,1
CUST_001257,4,12.32,23.87,One year,Electronic check,Fiber optic,0,1,1,0,1
CUST_001258,13,16.9,182.31,One year,Bank transfer,DSL,1,1,1,0,0
CUST_001259,1,18.96,18.96,Two year,Bank transfer,Fiber optic,1,1,0,0,1
CUST_001260,17,19.12,303.94,Month-to-Month,Electronic check,Fiber optic,0,0,1,0,1
CUST_001261,6,19.1,175.01,Month-to-Month,Bank transfer,DSL,1,0,0,1,1
CUST_001262,31,13.03,380.16,Two year,Electronic check,DSL,0,1,1,1,1
CUST_001263,7,24.18,129.12,Month-to-Month,Credit card,DSL,1,1,1,0,1
CUST_001264,12,14.38,269.69,Two year,Credit card,DSL,1,1,1,0,0
CUST_001265,1,17.27,17.27,Two year,Credit card,No,0,0,0,0,1
CUST_001266,1,28.42,36.1,Month-to-Month,Credit card,Fiber optic,1,1,0,1,1
CUST_001267,9,16.74,173.23,Two year,Mailed check,Fiber optic,1,1,0,0,0
CUST_001268,13,18.07,178.08,Month-to-Month,Mailed check,Fiber optic,1,1,0,0,0
CUST_001269,18,28.99,583.59,Month-to-Month,Bank transfer,DSL,0,1,1,1,0
CUST_001270,6,15.44,124.5,One year,Electronic check,DSL,1,1,1,0,0
CUST_001271,23,17.25,474.67,Month-to-Month,Electronic check,No,0,0,0,0,0
CUST_001272,39,10.9,391.14,Two year,Electronic check,No,0,0,0,0,0
CUST_001273,30,23.45,708.46,Month-to-Month,Mailed check,Fiber optic,1,1,1,0,0
CUST_001274,1,16.71,18.68,Month-to-Month,Bank transfer,Fiber optic,0,0,1,0,1
CUST_001275,13,13.8,192.59,One year,Electronic check,Fiber optic,0,1,1,0,0
CUST_001276,2,15.9,15.9,One year,Electronic check,DSL,0,0,1,1,0
CUST_001277,5,19.22,101.64,Month-to-Month,Bank transfer,DSL,0,1,0,0,1
CUST_001278,72,24.06,1661.0,Month-to-Month,Electronic check,DSL,1,0,1,1,0
CUST_001279,3,18.17,72.43,Two year,Credit card,Fiber optic,0,1,1,1,0
CUST_001280,13,26.42,237.03,Month-to-Month,Electronic check,DSL,1,1,0,1,0
CUST_001281,19,12.62,147.2,Two year,Bank transfer,Fiber optic,0,0,1,0,0
CUST_001282,24,15.19,405.49,One year,Mailed check,Fiber optic,0,1,1,0,0
CUST_001283,16,24.56,365.62,One year,Electronic check,Fiber optic,0,0,0,1,0
CUST_001284,1,12.11,12.11,One year,Mailed check,DSL,1,1,1,1,1
CUST_001285,7,28.2,260.94,Month-to-Month,Bank transfer,Fiber optic,1,1,0,1,0
CUST_001286,14,14.6,220.78,One year,Credit card,Fiber optic,1,1,1,0,0
CUST_001287,1,19.47,63.07,Two year,Bank transfer,DSL,1,1,1,1,0
CUST_001288,8,20.13,152.73,Month-to-Month,Electronic check,DSL,1,0,1,0,0
CUST_001289,1,14.4,148.38,Two year,Electronic check,Fiber optic,1,0,0,0,0
CUST_001290,1,25.61,25.61,Month-to-Month,Electronic check,DSL,1,0,0,0,1
CUST_001291,10,23.82,325.42,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001292,2,19.77,36.47,Month-to-Month,Mailed check,Fiber optic,0,0,0,1,0
CUST_001293,16,15.54,165.91,Two year,Credit card,DSL,1,1,1,0,0
CUST_001294,23,25.96,621.22,Month-to-Month,Bank transfer,Fiber optic,1,0,0,0,1
CUST_001295,32,10.42,349.18,Two year,Bank transfer,Fiber optic,1,1,0,1,0
CUST_001296,4,10.11,10.11,Two year,Bank transfer,DSL,1,0,1,1,0
CUST_001297,3,21.87,21.87,Month-to-Month,Credit card,DSL,0,0,1,1,0
CUST_001298,2,16.98,32.73,Month-to-Month,Electronic check,Fiber optic,0,1,0,1,1
CUST_001299,20,20.64,430.29,One year,Credit card,DSL,1,1,1,0,0
CUST_001300,24,18.21,313.51,Month-to-Month,Credit card,DSL,0,1,0,0,1
CUST_001301,1,17.63,70.29,One year,Electronic check,DSL,1,0,0,0,1
CUST_001302,55,17.97,963.63,Month-to-Month,Electronic check,DSL,1,0,0,1,1
CUST_001303,1,23.23,23.23,Month-to-Month,Credit card,Fiber optic,1,1,1,0,1
CUST_001304,15,13.51,249.7,One year,Credit card,No,0,0,0,0,0
CUST_001305,24,15.35,367.22,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,1
CUST_001306,40,15.77,691.61,Month-to-Month,Bank transfer,Fiber optic,0,0,0,1,0
CUST_001307,25,29.31,754.65,Month-to-Month,Mailed check,No,0,0,0,0,1
CUST_001308,32,17.13,548.08,Month-to-Month,Mailed check,DSL,0,1,1,1,0
CUST_001309,8,25.63,197.4,Month-to-Month,Mailed check,DSL,0,1,1,1,1
CUST_001310,33,10.68,376.58,Two year,Electronic check,Fiber optic,0,0,0,0,0
CUST_001311,1,16.62,16.62,Month-to-Month,Bank transfer,Fiber optic,1,1,0,0,0
CUST_001312,45,22.63,975.72,Month-to-Month,Credit card,Fiber optic,0,0,1,1,0
CUST_001313,15,18.04,301.1,One year,Credit card,DSL,0,0,1,0,0
CUST_001314,33,29.27,958.69,Month-to-Month,Electronic check,DSL,1,1,1,0,1
CUST_001315,12,29.17,351.72,Month-to-Month,Credit card,Fiber optic,0,1,0,0,1
CUST_001316,20,17.8,410.47,Two year,Electronic check,No,0,0,0,0,0
CUST_001317,14,19.83,271.93,One year,Mailed check,Fiber optic,1,1,0,0,0
CUST_001318,26,17.91,466.41,One year,Credit card,DSL,1,0,0,1,0
CUST_001319,1,16.63,16.63,One year,Mailed check,Fiber optic,0,0,0,0,1
CUST_001320,1,29.21,50.75,Month-to-Month,Electronic check,DSL,1,1,1,1,1
CUST_001321,5,19.84,116.69,One year,Electronic check,DSL,1,0,0,1,1
CUST_001322,3,23.69,116.11,Month-to-Month,Mailed check,DSL,0,0,0,1,1
CUST_001323,41,18.48,728.72,Month-to-Month,Credit card,Fiber optic,1,1,0,1,1
CUST_001324,4,15.7,39.91,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_001325,72,29.18,2140.57,Month-to-Month,Credit card,Fiber optic,0,1,0,0,0
CUST_001326,8,19.71,170.29,Month-to-Month,Credit card,DSL,1,0,0,1,0
CUST_001327,4,14.43,14.43,Two year,Bank transfer,DSL,0,1,0,0,0
CUST_001328,31,16.72,583.65,Month-to-Month,Credit card,DSL,1,1,0,1,0
CUST_001329,21,27.55,493.63,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001330,13,15.41,239.54,Month-to-Month,Credit card,Fiber optic,1,1,0,0,0
CUST_001331,16,27.51,376.9,Month-to-Month,Mailed check,DSL,0,0,0,0,1
CUST_001332,25,13.82,439.79,One year,Credit card,Fiber optic,1,1,0,1,0
CUST_001333,5,28.3,64.27,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,1
CUST_001334,72,25.95,1926.01,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001335,72,17.47,1253.76,Month-to-Month,Bank transfer,No,0,0,0,0,0
CUST_001336,21,19.36,388.23,One year,Credit card,DSL,1,0,0,0,0
CUST_001337,4,19.69,88.03,Month-to-Month,Credit card,Fiber optic,1,1,0,0,1
CUST_001338,22,17.67,420.34,Month-to-Month,Mailed check,Fiber optic,1,1,1,1,1
CUST_001339,1,27.89,27.89,Month-to-Month,Bank transfer,DSL,0,0,1,0,1
CUST_001340,1,21.05,21.05,Month-to-Month,Mailed check,Fiber optic,0,1,0,0,1
CUST_001341,5,20.98,137.38,Month-to-Month,Electronic check,Fiber optic,1,0,0,0,1
CUST_001342,12,14.21,85.15,One year,Electronic check,DSL,1,1,0,0,1
CUST_001343,40,16.98,649.99,One year,Electronic check,Fiber optic,1,0,1,1,0
CUST_001344,25,18.72,620.03,Two year,Bank transfer,Fiber optic,0,1,0,0,0
CUST_001345,27,20.45,503.75,Month-to-Month,Credit card,DSL,0,1,0,0,0
CUST_001346,11,29.27,379.36,Month-to-Month,Credit card,DSL,0,1,0,0,1
CUST_001347,8,29.19,204.22,Month-to-Month,Electronic check,Fiber optic,1,1,1,0,1
CUST_001348,9,11.45,128.5,Two year,Electronic check,DSL,1,1,0,1,0
CUST_001349,72,14.31,1063.04,One year,Electronic check,No,0,0,0,0,1
CUST_001350,1,23.21,79.66,One year,Electronic check,DSL,1,1,1,1,1
CUST_001351,40,20.89,825.59,Month-to-Month,Electronic check,DSL,0,1,0,1,0
CUST_001352,17,15.07,355.63,Month-to-Month,Mailed check,DSL,0,0,1,0,1
CUST_001353,11,19.11,180.74,Month-to-Month,Bank transfer,Fiber optic,1,1,0,1,0
CUST_001354,25,19.77,505.96,One year,Bank transfer,Fiber optic,1,1,1,0,0
CUST_001355,13,17.99,246.13,Two year,Bank transfer,Fiber optic,1,1,0,1,0
CUST_001356,41,11.33,408.43,Two year,Electronic check,DSL,0,1,1,0,0
CUST_001357,46,16.66,752.07,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001358,10,28.83,296.38,Month-to-Month,Credit card,DSL,0,1,1,1,1
CUST_001359,6,17.51,83.45,Two year,Electronic check,DSL,0,0,1,0,0
CUST_001360,17,19.67,456.44,One year,Electronic check,DSL,1,0,1,0,1
CUST_001361,48,26.54,1231.99,Month-to-Month,Electronic check,DSL,1,1,1,0,0
CUST_001362,4,21.43,144.69,Month-to-Month,Electronic check,Fiber optic,0,0,1,1,1
CUST_001363,19,26.38,544.04,Month-to-Month,Mailed check,DSL,1,0,0,0,1
CUST_001364,19,20.58,390.33,Month-to-Month,Electronic check,DSL,0,1,0,1,1
CUST_001365,26,18.66,441.9,Month-to-Month,Mailed check,No,0,0,0,0,1
CUST_001366,2,21.48,21.48,One year,Electronic check,DSL,1,1,1,0,1
CUST_001367,25,21.3,506.6,Month-to-Month,Bank transfer,Fiber optic,1,0,0,1,0
CUST_001368,47,29.72,1307.55,Month-to-Month,Electronic check,Fiber optic,1,0,0,1,0
CUST_001369,3,20.24,20.24,Month-to-Month,Bank transfer,DSL,0,1,0,0,0
CUST_001370,5,19.22,21.98,Two year,Electronic check,Fiber optic,1,1,1,1,1
CUST_001371,71,24.13,1780.52,One year,Electronic check,Fiber optic,0,1,0,1,1
CUST_001372,3,18.63,86.81,Month-to-Month,Credit card,DSL,1,0,0,1,1
CUST_001373,38,17.98,722.54,Two year,Bank transfer,No,0,0,0,0,0
CUST_001374,13,14.33,215.73,Two year,Electronic check,Fiber optic,0,1,0,0,0
CUST_001375,5,28.76,152.15,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001376,40,21.75,943.03,Month-to-Month,Bank transfer,No,0,0,0,0,1
CUST_001377,11,21.68,207.94,One year,Mailed check,DSL,0,0,1,1,1
CUST_001378,14,14.67,210.71,Two year,Mailed check,DSL,1,0,1,0,0
CUST_001379,8,12.28,135.59,Two year,Credit card,DSL,1,0,1,1,0
CUST_001380,17,11.99,137.77,Two year,Electronic check,No,0,0,0,0,0
CUST_001381,3,17.53,207.42,One year,Mailed check,No,0,0,0,0,0
CUST_001382,9,26.33,238.4,Month-to-Month,Electronic check,Fiber optic,0,0,1,0,1
CUST_001383,69,24.08,1668.62,Month-to-Month,Credit card,DSL,1,1,1,1,0
CUST_001384,5,25.33,189.49,Month-to-Month,Credit card,DSL,0,0,0,1,0
CUST_001385,21,19.23,449.58,Month-to-Month,Credit card,No,0,0,0,0,1
CUST_001386,7,18.26,129.72,One year,Credit card,No,0,0,0,0,0
CUST_001387,29,12.58,371.33,One year,Credit card,DSL,1,1,1,1,0
CUST_001388,2,22.63,22.63,One year,Bank transfer,DSL,1,0,1,1,1
CUST_001389,70,29.85,2061.68,Month-to-Month,Credit card,DSL,0,0,0,1,0
CUST_001390,12,17.29,233.34,One year,Credit card,DSL,1,0,1,0,0
CUST_001391,5,15.16,97.99,Month-to-Month,Electronic check,No,0,0,0,0,1
CUST_001392,1,17.55,78.61,Month-to-Month,Bank transfer,Fiber optic,1,1,1,0,0
CUST_001393,3,20.48,55.41,One year,Bank transfer,Fiber optic,1,0,0,0,1
